id;platform;text;traffic;sport;work;culture;events;politics
144;1;"Liberečtí volejbalisté vydřeli semifinále, Kladno srovnalo sérii s Brnem Liberečtí volejbalisté jsou v extraligovém semifinále. V bitvě na hřišti Odolena Vody prohráli první dva sety, ale duel otočili a sérii ovládli 3:1. Kladno nedovolilo domácímu Brnu ani set a srovnalo na 2:2 na zápasy.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/sport/volejbal/extraliga-muzu-ctvrtfinale-liberec-odolena-voda.A190328_093258_volejbal_rou#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eLiberecký kouč Nekola: Nastoupíme s tím, že chceme sérii ukončit\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/sport/volejbal/brno-baraz-extraliga-benatky-soud.A190328_092422_volejbal_rou#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eVolejbalisté Brna mohou do baráže, jejich soupeř hrozí soudem\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/sport/volejbal/brno-kladno-volejbal.A190329_105825_volejbal_par#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eVolejbalisté Brna senzaci nedotáhli, kladenský sok je přeskákal\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/sport/volejbal/liberec-volejbal-muzi-semifinale.A190330_467373_volejbal_tof#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eLiberečtí volejbalisté zlomili prokletí tie-breaků. A jsou v semifinále\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;1;0;0;0;0
145;1;"Přejel muže a ujel, viní obžaloba řidiče autobusu. Dostal tři roky vězení Blanenský okresní soud potrestal osmačtyřicetiletého řidiče autobusu Petra Furcha třemi roky vězení, protože podle obžaloby přejel opilého mladého muže ležícího na silnici. Přitom mu vůbec nepomohl a pokračoval v jízdě. Muž na následky těžkých zranění na místě zemřel. \u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/kamion-dopravni-nehoda-rodinny-dum-lazanky-blansko.A190326_122055_brno-zpravy_mos1#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eKamion na Blanensku naboural do rodinného domu, zraněný je řidič\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/nehoda-moravska-nova-ves-srazka-aut-zraneny-hasici.A190324_093433_brno-zpravy_abr#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003ePři srážce dvou aut se zranili čtyři lidé, jednoho museli vyprostit\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/nehoda-d1-dalnice-motorka.A190323_113455_brno-zpravy_abr#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eNehoda uzavřela dálnici D1 u Brna, kolona měřila čtyři kilometry\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";1;0;0;0;0;0
146;1;"U Bobycentra se vybíralo parkovné i přes zákaz soudu, zasáhla policie Ačkoliv brněnský městský soud vydal začátkem tohoto týdne předběžné opatření, že firmy spojené s podnikatelem Liborem Procházkou nesmí v lokalitě za Lužánkami vybírat parkovné na zpevněných plochách na pozemcích města, museli tam i poté řidiči platit. Zasáhli strážníci i státní policisté.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/libor-prochazka-podnikatel-parkovne-bobycentrum-luzanky-soud-zakaz-brno.A190326_102447_brno-zpravy_mos1#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eFirmy napojené na podnikatele Procházku nesmí u Bobycentra vybírat parkovné\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/stadion-luzanky-pratelsky-zapas-start-brno-bzenec.A190226_100258_brno-zpravy_krut#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eZa Lužánkami se zase hrálo. „Zevnitř jsem stadion nepoznal,“ řekl trenér\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/brno/zpravy/nove-zabrany-parkoviste-za-luzankami-brno-spor-podnikatel-libor-prochazka.A190211_456870_brno-zpravy_krut#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eZábrany, které Brno odstranilo z parkoviště, za chvíli nahradily nové\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;0;0;0;0;1
147;1;"Volejbalisté Brna mohou do baráže, jejich soupeř hrozí soudem Čtyři dny poté, co volejbalisté Brna ve finále 1. ligy vybojovali postup do baráže o extraligu, posvětil jejich účast v boji o nejvyšší soutěž také volejbalový svaz.\u003cul\u003e\u003cb\u003eDalší články k tématu:\u003c/b\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/sport/volejbal/brno-volejbal.A190311_462954_volejbal_ald#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eZvláštní boj na více frontách. Brněnští volejbalisté okusí dvě play off\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/sport/volejbal/brno-muzi.A190204_220647_volejbal_rou#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eRuleta o miliony. Brno poslalo osobnosti z extraligy vyhrát první ligu\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/sport/volejbal/extraliga-volejbalistu-ctvrtfinale-4-zapasy.A190328_221652_volejbal_ald#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eLiberečtí volejbalisté vydřeli semifinále, Kladno srovnalo sérii s Brnem\u003c/a\u003e\u003c/li\u003e\u003cli\u003e\u003ca href=\""https://www.idnes.cz/sport/volejbal/brno-kladno-volejbal.A190329_105825_volejbal_par#utm_source=rss\u0026utm_medium=feed\u0026utm_campaign=brnoh\u0026utm_content=related\""\u003eVolejbalisté Brna senzaci nedotáhli, kladenský sok je přeskákal\u003c/a\u003e\u003c/li\u003e\u003c/ul\u003e";0;1;0;0;0;0
148;1;Vilou se neslo cinkání kordů. Šermíři bojovali o Pohár Zuzany Stiassni Brno - Chystají se zahájit boj a najednou vyráží. Kordy cinkají o sebe a bojovníci se k sobě přibližují. „Stop, stop!“ křičí okolí. Kordy ale zůstávají v obou mužích zabodnuté. Nikdo ale v sobotu nezemřel. Pod dobovým oblečením se totiž skrývají ochranné vesty a obličeje pánů halí masky. V brněnské vile Stiassni se koná Pohár Zuzany Stiassni. Druhý ročník turnaje v šermu barokním kordem.;0;1;0;0;0;0
149;1;Tip Deníku: Ve Scale si nadšenci prohlédnou filmové plakáty Brno - Pro všechny milovníky kina Scala, filmu či filmového materiálu se uskuteční v sobotu v pořadí již čtvrtý Scala Film Market.;0;0;0;0;1;0
150;1;Nový šéf lidovců Výborný: Neděláme revoluci, navážeme na práci Bělobrádka Brno - KDU-ČSL zvolením nového předsednictva nedělá revoluci, naopak naváže na práci bývalého předsedy Pavla Bělobrádka a bývalého prvního místopředsedy Mariana Jurečky. Novinářům to dnes na sjezdu strany v Brně řekl nový předseda lidovců Marek Výborný. Neuvažuje také o tom, že by stranu s někým spojil. Chce ji mít jako samostatnou a suverénní.;0;0;0;0;0;1
151;1;Lidovci si zvolili posledního místopředsedu. Stal se jím Petr Hladík Brno - Posledním místopředsedou KDU ČSL se stal brněnský politik Petr Hladík. Prvního náměstka brněnské primátorky zvolilo předsednictvo v sobotu. Hladík získal 290 hlasů z celkových 375.;0;0;0;0;0;1
152;1;Sjezd lidovců bude pokračovat volbou posledního místopředsedy Brno - Po pátečním zvolení většiny nového předsednictva v čele s Markem Výborným bude v sobotu sjezd KDU-ČSL na brněnském výstavišti pokračovat volbou posledního řadového místopředsedy, diskusí o změně stanov a směřování politiky KDU-ČSL. Představí se také lidovečtí kandidáti pro květnové volby do Evropského parlamentu.;0;0;0;0;0;1
153;1;Muzejka: otevření restaurace brzdí spor Brna a nájemce Brno – Objednat si jídlo v brněnské restauraci Muzejka mohli lidé naposledy před sedmi lety. Znovuotevření restaurace brání spory nájemce se zástupci Brna.;0;0;0;0;0;1
154;1;Tip Deníku: Ve Flédě bude Kubánská noc Brno - Do rytmu hudby z Latinské Ameriky se zahálí v pátek večer brněnský klub Fléda.;0;0;0;1;1;0
155;1;Žena poví, jak šla z Mexika do Kanady. V Hodoníně lákají na ČokoFest Jižní Morava /TIPY NA VÍKEND/ - Pochoutky z mléčné, bílé nebo hořké čokolády, marcipán i pralinky, karamel, slaná čokoláda i čokoláda s chilli či makronky. To je jen malý výčet z dobrot, které ochutnají návštěvníci ČokoFestu v Hodoníně.;0;0;0;0;1;0
156;1;Motocyklová velká cena: kraj dá letos pětadvacet milionů korun Brno – O pět milionů víc než loni dá Jihomoravský kraj na podporu letošních motocyklových závodů Velké ceny České republiky na Masarykově okruhu v Brně. Ve čtvrtek o tom rozhodli krajští zastupitelé.;0;1;0;0;0;1
157;1;O víkendu zavřou most přes Žabovřeskou ulici. Na několik měsíců Brno – Kličkování čeká už o víkendu řidiče, kteří budou chtít projet křižovatku Kníničské a Žabovřeské ulice v Brně. Čeká ji totiž několikaměsíční uzavírka.;1;0;0;0;0;0
158;1;Spadl mi obrovský šutr ze srdce, řekl po olympijském kvótaplacu Tomeček Brno – Po dvou chybách v závěru kvalifikace už schovával hlavu do dlaní a smiřoval se s tím, že mu stejně jako na loňském mistrovství světa těsně unikne místenka na olympijské hry.;0;1;0;0;0;0
159;1;Kluci si to na hřišti perfektně zařídili, říká Avdič po výhře nad Viktorií Znojmo – Pro znojemské fotbalisty bylo šestibodové páteční utkání s Viktorií Žižkov důležité. Svěřenci trenéra Františka Šturmy nakonec Pražany porazili 1:0. Těsnou výhru pomáhal udržet svým výkonem v obraně i bosenský bek 1. SC Muamer Avdič. „Žižkovští hráli aktivněji. Dnes jsme měli štěstí. Jednoduše jsme dali gól a vyhráli. Tým držel při sobě,“ popsal po utkání šestadvacetiletý obránce.;0;1;0;0;0;0
160;1;Buldoci, nebo Znojmo? Začíná florbalová série o přežití a naději Brno, Znojmo – Celou sezonu klopýtali, další zaváhání už bude osudové. Jihomoravské florbalové celky Buldoky Brno a Znojmo čeká vzájemná série druhého kola play-down o naději na přežití v superlize.;0;1;0;0;0;0
161;1;Znojemským vyšla šance. S Žižkovem uhráli těsné vítězství Znojmo – Těžce vydřený první poločas a jediná správně mířená střela Dominika Kunci ve druhém dějství stála za pátečním vítězstvím druholigového týmu 1. SC Znojmo, který doma porazil pražskou Viktorii Žižkov 1:0.;0;1;0;0;0;0
162;1;Čermák vyhrál s Kometou sedmou sérii play-off v řadě: Jsme hladoví po úspěchu Brno – Abyste měli v kabině vítěznou karmu, potřebujete Leoše Čermáka. Tohle je totiž recept hokejové Komety, jak vyhrávat tituly. V posledních dvou letech to fungovalo víc než dobře. Lídr Brňanů je perfektní prototyp kapitána. Na ledě nevypustí jediný souboj, do všeho jde naplno, a proto má taky na hrudi vyšité céčko. V minulém týdnu dovedl úřadujícího mistra do semifinále play-off a společně se spoluhráči vyhlíží soupeře.;0;1;0;0;0;0
163;1;Čeští cyklisté startují domácí pohár klasikou Velká Bíteš - Brno - Velká Bíteš Brno – Letos popáté má tradičně úvodní podnik Českého poháru v silniční cyklistice start a cíl ve Velké Bíteši. Klasika Velká Bíteš – Brno – Velká Bíteš zahájí domácí seriál s názvem Škoda Cup už v neděli a jde už o 42. ročník nejvýznamnějšího českého jednorázového závodu, který pořádá TJ Favorit Brno.;0;1;0;0;0;0
164;1;Šance po rozpacích. Abrahama s Kornfeilem čeká závod v Argentině Brno – Šance na reparát. Jihomoravské piloty v seriálu mistrovství světa silničních motocyklů Karla Abrahama z Brna s Jakubem Kornfeilem z Rohatce na Hodonínsku čeká v neděli v Argentině na okruhu v Termas de Río Hondo druhý závod sezony.;0;1;0;0;0;0
165;1;Hvězda baseballové Major League v Brně. Draky posílil nadhazovač Moylan Brno – Někoho takového ještě fanoušci na českých baseballových hřištích neviděli. Dvanáct let zkušeností v nejlepší lize světa. Bez jednoho pět set utkání v americké profesionální Major League Baseball. To je Peter Moylan, nová akvizice brněnských Draků. „Nikdo s tak dlouhou kariérou v Major League a navíc s významnou rolí v týmu tady nehrál. Myslím, že jde dokonce o evropský unikát,“ prohlásil manažer Draků Arnošt Nesňal.;0;1;0;0;0;0
166;1;Volejbal Brno zaostal za favoritem. O postupujícím rozhodne pátý duel Brno – Tahle pohádka ještě musí na své případné šťastné vyústění počkat. Volejbalisté Brna finišující sezonu bez svých největších hvězd, nevyužili první možnost na postup do extraligového semifinále.;0;1;0;0;0;0
167;1;Obětavost Komety. Kluci sebou hází o led a nasazují vlastní zdraví, říká Čiliak Brno – Svištící puk vypálený z hokejky, který dosahuje až neuvěřitelné rychlosti 150 kilometrů za hodinu. Jasně. Ne všichni hráči v hokejové extralize dokážou vyvinout takovou razanci, ale najdou se tací. Nicméně zastavit projektil vlastním tělem chce podstatnou dávku kuráže.;0;1;0;0;0;0
